"Campaign Name",Day,"Ad Set Name","Ad Name","Impression Device","Delivery Status","Delivery Level",Reach,Impressions,"Amount Spent (BRL)",Frequency,"Unique Link Clicks","Link Clicks","Page Engagement","3-Second Video Views","Video Average Watch Time","Clicks (All)","Leads (Form)","Page Likes","Post Engagement",Objective,"Reporting Starts","Reporting Ends"
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",android_smartphone,inactive,ad,1506,1519,16.19,1.0086321381142,15,15,20,,,44,,,20,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Messages",2019-03-04,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,57,62,0.46,1.0877192982456,,,,,,0,,,,MESSAGES,2019-03-04,2019-03-04
"[remo] Event Responses",2019-04-08,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,32,38,0.44,1.1875,,,,,,2,,,,EVENT_RESPONSES,2019-04-08,2019-04-08
"[remo] Post Engagement",2019-03-05,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,82,89,0.42,1.0853658536585,,,46,46,4,2,,,46,POST_ENGAGEMENT,2019-03-05,2019-03-05
"[remo] Messages",2019-03-03,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,53,64,0.41,1.2075471698113,,,,,,0,,,,MESSAGES,2019-03-03,2019-03-03
"[remo] Post Engagement",2019-03-06,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,92,104,0.41,1.1304347826087,,,51,51,4,3,,,51,POST_ENGAGEMENT,2019-03-06,2019-03-06
"[remo] Messages",2019-03-07,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,51,61,0.41,1.1960784313725,,,,,,1,,,,MESSAGES,2019-03-07,2019-03-07
"[remo] Reach",2019-02-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,190,191,0.39,1.0052631578947,,,7,7,1,1,,,7,REACH,2019-02-15,2019-02-15
"[remo] Messages",2019-01-13,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,36,45,0.37,1.25,,,7,7,2,0,,,7,MESSAGES,2019-01-13,2019-01-13
"[remo] Messages",2019-01-07,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,9,10,0.32,1.1111111111111,,,3,3,3,0,,,3,MESSAGES,2019-01-07,2019-01-07
"[remo] Post Engagement",2019-03-02,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,40,42,0.31,1.05,,,20,19,5,1,,,20,POST_ENGAGEMENT,2019-03-02,2019-03-02
"[remo] Messages",2019-01-08,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,19,21,0.3,1.1052631578947,,,3,3,2,0,,,3,MESSAGES,2019-01-08,2019-01-08
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,4,8,0.29,2,,,,,1,0,,,,MESSAGES,2019-01-05,2019-01-05
"[remo] Messages",2019-01-09,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,37,41,0.28,1.1081081081081,,,6,6,2,0,,,6,MESSAGES,2019-01-09,2019-01-09
"[remo] Reach",2019-03-12,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,88,90,0.28,1.0227272727273,,,4,4,1,0,,,4,REACH,2019-03-12,2019-03-12
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,6,8,0.26,1.3333333333333,,,2,2,4,0,,,2,MESSAGES,2019-01-04,2019-01-04
"[remo] Messages",2019-01-02,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,12,14,0.26,1.1666666666667,,,2,2,10,0,,,2,MESSAGES,2019-01-02,2019-01-02
"[remo] Messages",2019-03-05,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,42,48,0.25,1.1428571428571,,,,,,0,,,,MESSAGES,2019-03-05,2019-03-05
"[remo] Messages",2019-01-08,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,35,37,0.24,1.0571428571429,,,2,2,4,0,,,2,MESSAGES,2019-01-08,2019-01-08
"[remo] Post Engagement",2019-03-08,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,46,48,0.22,1.0434782608696,,,20,20,3,2,,,20,POST_ENGAGEMENT,2019-03-08,2019-03-08
"[remo] Post Engagement",2019-03-03,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,31,32,0.22,1.0322580645161,,,16,16,4,0,,,16,POST_ENGAGEMENT,2019-03-03,2019-03-03
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",desktop,inactive,ad,16,16,0.22,1,,,,,,0,,,,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,29,32,0.21,1.1034482758621,,,6,6,3,1,,,6,MESSAGES,2019-01-06,2019-01-06
"[remo] Messages",2019-03-08,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,21,22,0.21,1.047619047619,,,,,,1,,,,MESSAGES,2019-03-08,2019-03-08
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,30,35,0.2,1.1666666666667,,,4,4,2,0,,,4,MESSAGES,2019-01-05,2019-01-05
"[remo] Reach",2019-03-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,93,93,0.2,1,,,3,3,1,0,,,3,REACH,2019-03-11,2019-03-11
"[remo] Messages",2019-01-10,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,23,25,0.2,1.0869565217391,1,1,9,8,4,3,,,9,MESSAGES,2019-01-10,2019-01-10
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,7,10,0.19,1.4285714285714,,,3,3,5,0,,,3,MESSAGES,2019-01-03,2019-01-03
"[remo] Messages",2019-01-15,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,18,19,0.18,1.0555555555556,,,3,3,4,0,,,3,MESSAGES,2019-01-15,2019-01-15
"[remo] Messages",2019-01-07,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,27,28,0.17,1.037037037037,,,6,6,3,2,,,6,MESSAGES,2019-01-07,2019-01-07
"[remo] Post Engagement",2019-03-06,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,33,38,0.17,1.1515151515152,,,16,16,4,0,,,16,POST_ENGAGEMENT,2019-03-06,2019-03-06
"[remo] Reach",2019-03-07,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,89,89,0.16,1,,,5,5,3,0,,,5,REACH,2019-03-07,2019-03-07
"[remo] Post Engagement",2019-03-04,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,27,30,0.16,1.1111111111111,,,15,15,5,0,,,15,POST_ENGAGEMENT,2019-03-04,2019-03-04
"[remo] Reach",2019-02-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,51,51,0.16,1,,,1,1,1,0,,,1,REACH,2019-02-19,2019-02-19
"[remo] Reach",2019-03-08,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,79,79,0.15,1,,,3,3,1,0,,,3,REACH,2019-03-08,2019-03-08
"[remo] Reach",2019-04-09,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,50,50,0.15,1,,,4,4,1,0,,,4,REACH,2019-04-09,2019-04-09
"[remo] Reach",2019-04-16,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,50,50,0.15,1,,,3,3,1,1,,,3,REACH,2019-04-16,2019-04-16
"[remo] Messages",2019-03-03,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,2,3,0.15,1.5,,,,,,0,,,,MESSAGES,2019-03-03,2019-03-03
"[remo] Reach",2019-04-10,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,31,31,0.14987113402062,1,,,2,2,2,0,,,2,REACH,2019-04-10,2019-04-10
"[remo] Reach",2019-03-01,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,53,53,0.14,1,,,1,1,1,0,,,1,REACH,2019-03-01,2019-03-01
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,26,35,0.14,1.3461538461538,,,3,3,1,1,,,3,MESSAGES,2019-01-03,2019-01-03
"[remo] Reach",2019-04-23,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,44,45,0.14,1.0227272727273,1,1,3,2,1,2,,,3,REACH,2019-04-23,2019-04-23
"[remo] Messages",2019-03-06,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,6,6,0.14,1,,,,,,0,,,,MESSAGES,2019-03-06,2019-03-06
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",desktop,not_delivering,ad,4,10,0.13,2.5,,,1,1,1,0,,,1,MESSAGES,2019-01-06,2019-01-06
"[remo] Messages",2019-03-06,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_tablet,not_delivering,ad,1,1,0.13,1,,,,,,0,,,,MESSAGES,2019-03-06,2019-03-06
"[remo] Reach",2019-04-29,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,33,40,0.13,1.2121212121212,,,1,1,1,0,,,1,REACH,2019-04-29,2019-04-29
"[remo] Post Engagement",2019-03-07,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,27,30,0.13,1.1111111111111,,,11,11,4,0,,,11,POST_ENGAGEMENT,2019-03-07,2019-03-07
"[remo] Reach",2019-02-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,42,42,0.12,1,,,,,0,0,,,,REACH,2019-02-28,2019-02-28
"[remo] Event Responses",2019-04-09,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,7,7,0.12,1,,,,,,0,,,,EVENT_RESPONSES,2019-04-09,2019-04-09
"[remo] Reach",2019-02-26,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,46,46,0.12,1,,,2,2,1,0,,,2,REACH,2019-02-26,2019-02-26
"[remo] Reach",2019-03-03,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,59,60,0.12,1.0169491525424,,,5,5,2,0,,,5,REACH,2019-03-03,2019-03-03
"[remo] Reach",2019-03-09,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,59,59,0.12,1,,,1,1,0,0,,,1,REACH,2019-03-09,2019-03-09
"[remo] Messages",2019-01-11,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,25,27,0.12,1.08,,,1,1,1,0,,,1,MESSAGES,2019-01-11,2019-01-11
"[remo] Reach",2019-04-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,37,37,0.11,1,,,2,2,1,0,,,2,REACH,2019-04-25,2019-04-25
"[remo] Messages",2019-01-12,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,19,22,0.11,1.1578947368421,,,3,2,1,1,,,3,MESSAGES,2019-01-12,2019-01-12
"[remo] Reach",2019-04-18,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,50,50,0.11,1,,,5,5,1,0,,,5,REACH,2019-04-18,2019-04-18
"[remo] Reach",2019-04-24,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,49,49,0.11,1,,,,,0,0,,,,REACH,2019-04-24,2019-04-24
"[remo] Messages",2019-03-07,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,7,7,0.11,1,,,,,,0,,,,MESSAGES,2019-03-07,2019-03-07
"[remo] Messages",2019-03-02,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,12,12,0.11,1,,,,,,0,,,,MESSAGES,2019-03-02,2019-03-02
"[remo] Reach",2019-04-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,50,50,0.10990606319385,1,,,2,2,1,0,,,2,REACH,2019-04-11,2019-04-11
"[remo] Reach",2019-04-12,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,37,37,0.10990500863558,1,,,,,0,0,,,,REACH,2019-04-12,2019-04-12
"[remo] Reach",2019-04-13,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,26,26,0.1,1,,,,,0,0,,,,REACH,2019-04-13,2019-04-13
"[remo] Reach",2019-04-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,49,50,0.1,1.0204081632653,,,1,1,1,0,,,1,REACH,2019-04-17,2019-04-17
"[remo] Reach",2019-02-27,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,40,40,0.1,1,,,1,1,1,0,,,1,REACH,2019-02-27,2019-02-27
"[remo] Reach",2019-03-06,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,67,67,0.1,1,,,4,4,2,0,,,4,REACH,2019-03-06,2019-03-06
"[remo] Reach",2019-04-30,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,27,27,0.1,1,,,,,0,0,,,,REACH,2019-04-30,2019-04-30
"[remo] Reach",2019-02-21,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,30,30,0.09,1,,,1,1,0,0,,,1,REACH,2019-02-21,2019-02-21
"[remo] Messages",2019-01-14,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,16,18,0.09,1.125,,,,,1,0,,,,MESSAGES,2019-01-14,2019-01-14
"[remo] Messages",2019-01-02,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,21,22,0.09,1.047619047619,,,2,2,2,3,,,2,MESSAGES,2019-01-02,2019-01-02
"[remo] Reach",2019-02-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,33,33,0.09,1,,,1,1,1,0,,,1,REACH,2019-02-22,2019-02-22
"[remo] Reach",2019-04-14,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,24,24,0.09,1,,,1,1,1,0,,,1,REACH,2019-04-14,2019-04-14
"[remo] Reach",2019-04-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,23,23,0.09,1,,,,,0,0,,,,REACH,2019-04-22,2019-04-22
"[remo] Reach",2019-04-26,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,34,35,0.09,1.0294117647059,,,,,0,0,,,,REACH,2019-04-26,2019-04-26
"[remo] Reach",2019-03-10,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,63,64,0.09,1.015873015873,,,1,1,0,0,,,1,REACH,2019-03-10,2019-03-10
"[remo] Reach",2019-03-05,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,44,45,0.09,1.0227272727273,,,1,1,1,0,,,1,REACH,2019-03-05,2019-03-05
"[remo] Reach",2019-02-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,29,29,0.09,1,,,1,1,1,0,,,1,REACH,2019-02-25,2019-02-25
"[remo] Reach",2019-04-08,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,31,32,0.08,1.0322580645161,,,1,1,1,0,,,1,REACH,2019-04-08,2019-04-08
"[remo] Reach",2019-04-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,38,38,0.08,1,,,,,1,0,,,,REACH,2019-04-15,2019-04-15
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_tablet,not_delivering,ad,3,4,0.08,1.3333333333333,,,1,1,2,0,,,1,MESSAGES,2019-01-05,2019-01-05
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,23,23,0.08,1,,,1,1,1,0,,,1,MESSAGES,2019-01-04,2019-01-04
"[remo] Reach",2019-02-16,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,31,31,0.08,1,,,2,2,4,0,,,2,REACH,2019-02-16,2019-02-16
"[remo] Reach",2019-02-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,43,43,0.08,1,,,3,3,1,0,,,3,REACH,2019-02-20,2019-02-20
"[remo] Reach",2019-02-23,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,20,20,0.07,1,,,,,1,0,,,,REACH,2019-02-23,2019-02-23
"[remo] Event Responses",2019-04-12,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",ipad,inactive,ad,2,5,0.07,2.5,,,,,,0,,,,EVENT_RESPONSES,2019-04-12,2019-04-12
"[remo] Post Engagement",2019-03-05,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,16,18,0.07,1.125,,,8,8,3,0,,,8,POST_ENGAGEMENT,2019-03-05,2019-03-05
"[remo] Reach",2019-04-27,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,31,31,0.07,1,,,3,3,4,0,,,3,REACH,2019-04-27,2019-04-27
"[remo] Messages",2019-01-16,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",iphone,not_delivering,ad,14,15,0.07,1.0714285714286,,,,,1,0,,,,MESSAGES,2019-01-16,2019-01-16
"[remo] Reach",2019-03-04,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,38,38,0.06,1,,,1,1,1,0,,,1,REACH,2019-03-04,2019-03-04
"[remo] Reach",2019-04-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,15,15,0.06,1,,,,,0,0,,,,REACH,2019-04-28,2019-04-28
"[remo] Reach",2019-03-02,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,53,53,0.06,1,,,1,1,1,0,,,1,REACH,2019-03-02,2019-03-02
"[remo] Reach",2019-04-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,12,13,0.05,1.0833333333333,,,2,2,4,0,,,2,REACH,2019-04-17,2019-04-17
"[remo] Event Responses",2019-04-13,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",android_tablet,inactive,ad,1,3,0.05,3,,,,,,1,,,,EVENT_RESPONSES,2019-04-13,2019-04-13
"[remo] Reach",2019-04-21,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,20,20,0.05,1,,,,,1,0,,,,REACH,2019-04-21,2019-04-21
"[remo] Reach",2019-04-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,10,12,0.049957301451751,1.2,,,1,1,1,0,,,1,REACH,2019-04-11,2019-04-11
"[remo] Reach",2019-02-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,19,19,0.04995,1,,,,,1,0,,,,REACH,2019-02-17,2019-02-17
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_tablet,not_delivering,ad,1,1,0.04,1,,,,,,0,,,,MESSAGES,2019-01-04,2019-01-04
"[remo] Event Responses",2019-04-12,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",android_tablet,inactive,ad,1,1,0.04,1,,,,,,0,,,,EVENT_RESPONSES,2019-04-12,2019-04-12
"[remo] Event Responses",2019-04-08,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,2,2,0.04,1,,,,,,0,,,,EVENT_RESPONSES,2019-04-08,2019-04-08
"[remo] Reach",2019-04-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,7,7,0.04,1,,,,,1,0,,,,REACH,2019-04-28,2019-04-28
"[remo] Post Engagement",2019-03-08,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",desktop,not_delivering,ad,11,11,0.04,1,,,8,8,7,0,,,8,POST_ENGAGEMENT,2019-03-08,2019-03-08
"[remo] Post Engagement",2019-03-07,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_tablet,not_delivering,ad,5,5,0.03,1,,,2,2,3,1,,,2,POST_ENGAGEMENT,2019-03-07,2019-03-07
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",ipad,inactive,ad,3,3,0.03,1,,,,,,0,,,,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Messages",2019-01-10,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_tablet,not_delivering,ad,3,3,0.03,1,,,,,1,0,,,,MESSAGES,2019-01-10,2019-01-10
"[remo] Messages",2019-01-08,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",desktop,not_delivering,ad,2,2,0.03,1,,,2,2,47,0,,,2,MESSAGES,2019-01-08,2019-01-08
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_tablet,not_delivering,ad,1,3,0.03,3,,,2,2,6,0,,,2,MESSAGES,2019-01-03,2019-01-03
"[remo] Reach",2019-04-21,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,8,9,0.03,1.125,,,,,1,0,,,,REACH,2019-04-21,2019-04-21
"[remo] Reach",2019-04-14,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,6,6,0.03,1,,,,,0,0,,,,REACH,2019-04-14,2019-04-14
"[remo] Post Engagement",2019-03-04,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_tablet,not_delivering,ad,5,5,0.03,1,,,2,2,5,0,,,2,POST_ENGAGEMENT,2019-03-04,2019-03-04
"[remo] Reach",2019-02-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,8,8,0.03,1,,,,,1,0,,,,REACH,2019-02-19,2019-02-19
"[remo] Post Engagement",2019-03-02,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",ipad,not_delivering,ad,2,2,0.03,1,,,2,2,6,1,,,2,POST_ENGAGEMENT,2019-03-02,2019-03-02
"[remo] Messages",2019-01-16,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",desktop,not_delivering,ad,2,2,0.03,1,,,1,1,4,0,,,1,MESSAGES,2019-01-16,2019-01-16
"[remo] Reach",2019-03-07,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,3,3,0.03,1,,,,,1,0,,,,REACH,2019-03-07,2019-03-07
"[remo] Post Engagement",2019-03-05,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_tablet,not_delivering,ad,4,4,0.03,1,,,4,4,7,0,,,4,POST_ENGAGEMENT,2019-03-05,2019-03-05
"[remo] Reach",2019-02-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,9,9,0.03,1,,,2,2,3,0,,,2,REACH,2019-02-22,2019-02-22
"[remo] Reach",2019-03-12,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,9,9,0.03,1,,,1,1,1,0,,,1,REACH,2019-03-12,2019-03-12
"[remo] Reach",2019-03-03,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,7,7,0.02,1,,,1,1,3,0,,,1,REACH,2019-03-03,2019-03-03
"[remo] Messages",2019-03-07,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_tablet,not_delivering,ad,4,4,0.02,1,,,,,,0,,,,MESSAGES,2019-03-07,2019-03-07
"[remo] Reach",2019-04-13,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,5,5,0.02,1,,,1,1,2,0,,,1,REACH,2019-04-13,2019-04-13
"[remo] Reach",2019-04-16,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,3,3,0.02,1,,,,,1,0,,,,REACH,2019-04-16,2019-04-16
"[remo] Reach",2019-03-05,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,12,12,0.02,1,,,1,1,2,0,,,1,REACH,2019-03-05,2019-03-05
"[remo] Reach",2019-03-01,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,11,11,0.02,1,,,2,2,2,0,,,2,REACH,2019-03-01,2019-03-01
"[remo] Reach",2019-03-05,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,2,2,0.02,1,,,,,1,0,,,,REACH,2019-03-05,2019-03-05
"[remo] Reach",2019-02-18,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,28,28,0.02,1,,,,,0,0,,,,REACH,2019-02-18,2019-02-18
"[remo] Messages",2019-03-04,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,1,1,0.02,1,,,,,,0,,,,MESSAGES,2019-03-04,2019-03-04
"[remo] Messages",2019-03-04,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_tablet,not_delivering,ad,3,4,0.02,1.3333333333333,,,,,,0,,,,MESSAGES,2019-03-04,2019-03-04
"[remo] Reach",2019-02-18,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,10,10,0.02,1,,,,,1,0,,,,REACH,2019-02-18,2019-02-18
"[remo] Reach",2019-04-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,5,5,0.02,1,,,,,1,0,,,,REACH,2019-04-15,2019-04-15
